"SITUACAO_CC","DURACAO_EMPRESTIMO","HISTORICO_CREDITO","PROPOSITO","TOTAL_CREDITO","POUPANCA","EMPREGADO_DESDE","TAXA_PAGTO","GENERO_ESTADO_CIVIL","DEVEDOR_FIADOR","ANOS_RESIDENCIA","BENS","IDADE","OUTROS_EMPRESTIMOS","HABITACAO","CREDITOS_EXISTENTES","TRABALHO","Number of people being liable to provide maintenance for","TELEFONE","TRABALHADOR_ESTRANGEIRO","Score"
"Não Possui CC",24,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2022,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",37,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","rádio/televisão",1552,"menos de 100","4 a 7 anos",3,"masculino (solteiro)","Nenhum",1,"carro ou outro",32,"banco","próprio",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","bom"
"Negativa",12,"todos os créditos neste banco foram devidamente pagos","rádio/televisão",626,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",24,"banco","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Não Possui CC",48,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",8858,"desconhecido/sem conta poupança","4 a 7 anos",2,"masculino (solteiro)","Nenhum",1,"desconhecido/sem propriedade",35,"Nenhum","de graça",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",12,"conta crítica/outros créditos existentes (não neste banco)","reparos",996,"desconhecido/sem conta poupança","4 a 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",23,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",6,"todos os créditos neste banco foram devidamente pagos","rádio/televisão",1750,"500 a 1000","mais de 7 anos",2,"masculino (solteiro)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",45,"banco","próprio",1,"não qualificado - residente",2,"Nenhum","Sim","bom"
"Negativa",48,"créditos existentes pagos devidamente até agora","rádio/televisão",6999,"menos de 100","4 a 7 anos",1,"homem (casado/viúvo)","fiador",1,"imóvel",34,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"0 - 200",12,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1995,"100 a 500","menos de 1 ano",4,"masculino (solteiro)","Nenhum",1,"carro ou outro",27,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",9,"créditos existentes pagos devidamente até agora","Educação",1199,"menos de 100","4 a 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",67,"Nenhum","próprio",2,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",12,"créditos existentes pagos devidamente até agora","rádio/televisão",1331,"menos de 100","menos de 1 ano",2,"masculino (solteiro)","Nenhum",1,"carro ou outro",22,"lojas","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"0 - 200",18,"nenhum crédito recebido / todos os créditos pagos devidamente","carro (novo)",2278,"100 a 500","menos de 1 ano",3,"mulher (divorciada/separada/casada)","Nenhum",3,"carro ou outro",28,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",21,"nenhum crédito recebido / todos os créditos pagos devidamente","carro (novo)",5003,"desconhecido/sem conta poupança","1 a 4 anos",1,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",29,"banco","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",24,"todos os créditos neste banco foram devidamente pagos","móveis/equipamentos",3552,"menos de 100","4 a 7 anos",3,"masculino (solteiro)","Nenhum",4,"carro ou outro",27,"banco","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"0 - 200",18,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",1928,"menos de 100","menos de 1 ano",2,"masculino (solteiro)","Nenhum",2,"imóvel",31,"Nenhum","próprio",2,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Negativa",24,"créditos existentes pagos devidamente até agora","carro (usado)",2964,"desconhecido/sem conta poupança","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",49,"banco","de graça",1,"funcionário/funcionário qualificado",2,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",24,"todos os créditos neste banco foram devidamente pagos","rádio/televisão",1546,"menos de 100","4 a 7 anos",4,"masculino (solteiro)","fiador",4,"carro ou outro",24,"banco","aluguel",1,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Acima de 200",6,"atraso no pagamento no passado","rádio/televisão",683,"menos de 100","menos de 1 ano",2,"mulher (divorciada/separada/casada)","Nenhum",1,"contrato de poupança/seguro de vida da sociedade de construção",29,"banco","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",36,"créditos existentes pagos devidamente até agora","carro (novo)",12389,"desconhecido/sem conta poupança","1 a 4 anos",1,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",37,"Nenhum","de graça",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"0 - 200",24,"atraso no pagamento no passado","negócios",4712,"desconhecido/sem conta poupança","1 a 4 anos",4,"masculino (solteiro)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",37,"banco","próprio",2,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",24,"atraso no pagamento no passado","rádio/televisão",1553,"100 a 500","4 a 7 anos",3,"mulher (divorciada/separada/casada)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",23,"Nenhum","aluguel",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","carro (novo)",1372,"menos de 100","4 a 7 anos",2,"homem (divorciado/separado)","Nenhum",3,"carro ou outro",36,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",24,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",2578,"mais de 1000","mais de 7 anos",2,"masculino (solteiro)","Nenhum",2,"carro ou outro",34,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",48,"créditos existentes pagos devidamente até agora","rádio/televisão",3979,"desconhecido/sem conta poupança","4 a 7 anos",4,"masculino (solteiro)","Nenhum",1,"carro ou outro",41,"Nenhum","próprio",2,"funcionário/funcionário qualificado",2,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",48,"créditos existentes pagos devidamente até agora","rádio/televisão",6758,"menos de 100","1 a 4 anos",3,"mulher (divorciada/separada/casada)","Nenhum",2,"carro ou outro",31,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",24,"créditos existentes pagos devidamente até agora","móveis/equipamentos",3234,"menos de 100","menos de 1 ano",4,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",23,"Nenhum","aluguel",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",30,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",5954,"menos de 100","4 a 7 anos",3,"masculino (solteiro)","co-requerente",2,"carro ou outro",38,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","carro (usado)",5433,"desconhecido/sem conta poupança","Desempregado",2,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",26,"Nenhum","aluguel",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",15,"créditos existentes pagos devidamente até agora","negócios",806,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",22,"Nenhum","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"0 - 200",9,"créditos existentes pagos devidamente até agora","rádio/televisão",1082,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",27,"Nenhum","próprio",2,"não qualificado - residente",1,"Nenhum","Sim","bom"
"Não Possui CC",15,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",2788,"menos de 100","4 a 7 anos",2,"mulher (divorciada/separada/casada)","co-requerente",3,"carro ou outro",24,"banco","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",12,"créditos existentes pagos devidamente até agora","rádio/televisão",2930,"menos de 100","4 a 7 anos",2,"mulher (divorciada/separada/casada)","Nenhum",1,"imóvel",27,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",24,"conta crítica/outros créditos existentes (não neste banco)","Educação",1927,"desconhecido/sem conta poupança","1 a 4 anos",3,"mulher (divorciada/separada/casada)","Nenhum",2,"carro ou outro",33,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",36,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2820,"menos de 100","menos de 1 ano",4,"homem (divorciado/separado)","Nenhum",4,"carro ou outro",27,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","reciclagem",937,"menos de 100","menos de 1 ano",4,"homem (casado/viúvo)","Nenhum",3,"carro ou outro",27,"Nenhum","próprio",2,"não qualificado - residente",1,"Nenhum","Sim","bom"
"0 - 200",18,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1056,"menos de 100","mais de 7 anos",3,"masculino (solteiro)","fiador",3,"imóvel",30,"banco","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"0 - 200",12,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",3124,"menos de 100","menos de 1 ano",1,"masculino (solteiro)","Nenhum",3,"imóvel",49,"banco","próprio",2,"não qualificado - residente",2,"Nenhum","Sim","bom"
"Não Possui CC",9,"créditos existentes pagos devidamente até agora","móveis/equipamentos",1388,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",2,"imóvel",26,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",36,"créditos existentes pagos devidamente até agora","reparos",2384,"menos de 100","menos de 1 ano",4,"masculino (solteiro)","Nenhum",1,"desconhecido/sem propriedade",33,"Nenhum","aluguel",1,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Não Possui CC",12,"créditos existentes pagos devidamente até agora","carro (novo)",2133,"desconhecido/sem conta poupança","mais de 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"desconhecido/sem propriedade",52,"Nenhum","de graça",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",18,"créditos existentes pagos devidamente até agora","móveis/equipamentos",2039,"menos de 100","1 a 4 anos",1,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",20,"banco","aluguel",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Negativa",9,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2799,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","Nenhum",2,"imóvel",36,"Nenhum","aluguel",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","móveis/equipamentos",1289,"menos de 100","1 a 4 anos",4,"masculino (solteiro)","fiador",1,"contrato de poupança/seguro de vida da sociedade de construção",21,"Nenhum","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"Negativa",18,"créditos existentes pagos devidamente até agora","eletrodomésticos",1217,"menos de 100","1 a 4 anos",4,"homem (casado/viúvo)","Nenhum",3,"imóvel",47,"Nenhum","próprio",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",12,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",2246,"menos de 100","mais de 7 anos",3,"masculino (solteiro)","Nenhum",3,"contrato de poupança/seguro de vida da sociedade de construção",60,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Negativa",12,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",385,"menos de 100","4 a 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",3,"imóvel",58,"Nenhum","próprio",4,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",24,"atraso no pagamento no passado","carro (novo)",1965,"desconhecido/sem conta poupança","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",42,"Nenhum","aluguel",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",21,"créditos existentes pagos devidamente até agora","negócios",1572,"mais de 1000","mais de 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",36,"banco","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"0 - 200",24,"créditos existentes pagos devidamente até agora","carro (novo)",2718,"menos de 100","1 a 4 anos",3,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",20,"Nenhum","aluguel",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",24,"todos os créditos neste banco foram devidamente pagos","outros",1358,"desconhecido/sem conta poupança","mais de 7 anos",4,"masculino (solteiro)","Nenhum",3,"carro ou outro",40,"lojas","próprio",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","ruim"
"0 - 200",6,"todos os créditos neste banco foram devidamente pagos","carro (novo)",931,"100 a 500","menos de 1 ano",1,"mulher (divorciada/separada/casada)","Nenhum",1,"contrato de poupança/seguro de vida da sociedade de construção",32,"lojas","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Negativa",24,"créditos existentes pagos devidamente até agora","carro (novo)",1442,"menos de 100","4 a 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",23,"Nenhum","aluguel",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"0 - 200",24,"nenhum crédito recebido / todos os créditos pagos devidamente","negócios",4241,"menos de 100","1 a 4 anos",1,"masculino (solteiro)","Nenhum",4,"imóvel",36,"Nenhum","próprio",3,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",18,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2775,"menos de 100","4 a 7 anos",2,"masculino (solteiro)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",31,"banco","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",24,"atraso no pagamento no passado","negócios",3863,"menos de 100","1 a 4 anos",1,"masculino (solteiro)","Nenhum",2,"desconhecido/sem propriedade",32,"Nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",7,"créditos existentes pagos devidamente até agora","rádio/televisão",2329,"menos de 100","menos de 1 ano",1,"mulher (divorciada/separada/casada)","fiador",1,"imóvel",45,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
